Identifier	Character	Dialogue	Filename	Line Number	Filename	Identifier
chapter1_Agreement_Yes_b1b17b8e	ar	Smart ass.	game/script.rpy	1361	A17	chapter1_Agreement_Yes_b1b17b8e
chapter1_Agreement_Yes_14e7bf7c		"Archer flips through the packet to make sure I actually gave my signature. His lack of trust is disheartening, but I guess that's the kind of precautions that celebrities have to take."	game/script.rpy	1365		chapter1_Agreement_Yes_14e7bf7c
chapter1_Agreement_Yes_9de4cd12	li	"Wow. You're being rude again, shocking. Is there anything else I can do for you? Bring you a bell?"	game/script.rpy	1367		chapter1_Agreement_Yes_9de4cd12
chapter1_Agreement_Yes_7ccd660a	ar	"Actually, yeah. You can help me. I need the wifi."	game/script.rpy	1370	A18	chapter1_Agreement_Yes_7ccd660a
chapter1_Agreement_Yes_5a283e02		I have some bad news...	game/script.rpy	1376		chapter1_Agreement_Yes_5a283e02
chapter1_Agreement_Yes_75c0b034	li	"There is barely any service out here, buddy. If you want wifi you'll need to hang out in the lobby."	game/script.rpy	1379		chapter1_Agreement_Yes_75c0b034
chapter1_Agreement_Yes_a3a9458a	ar	Are you done? I have to unpack.	game/script.rpy	1382	A19	chapter1_Agreement_Yes_a3a9458a
chapter1_Agreement_Yes_babbe91a		Rude. Fine. I don't want to be up here anyway.	game/script.rpy	1386		chapter1_Agreement_Yes_babbe91a
chapter1_Agreement_Yes_93ffac4d	li	"Of course I am, Lane."	game/script.rpy	1390		chapter1_Agreement_Yes_93ffac4d
chapter1_Agreement_Yes_bc56d6ab	ar	"Didn't your boss ever teach you to be courteous to your guests? It's Mr.Lane or Sir, to you."	game/script.rpy	1393	A20	chapter1_Agreement_Yes_bc56d6ab
chapter1_Agreement_Yes_6aab6615	li	Right. Oh and Anjali is my sister-in-law.	game/script.rpy	1396		chapter1_Agreement_Yes_6aab6615
chapter1_Agreement_Yes_91b2d0b7		"I don't know why I added that extra information in, as Archer doesn't seem to care one bit. "	game/script.rpy	1399		chapter1_Agreement_Yes_91b2d0b7
chapter1_Agreement_Yes_574a8cb4	ar	That poor woman. She seems like such a nice lady too.	game/script.rpy	1402	A21	chapter1_Agreement_Yes_574a8cb4
chapter1_Agreement_Yes_597d0d95		Archer doesn't say anything more as he closes the door in my face. 	game/script.rpy	1407		chapter1_Agreement_Yes_597d0d95
chapter1_Agreement_Yes_df1717c4	li	Thanks for the vote of confidence!	game/script.rpy	1411		chapter1_Agreement_Yes_df1717c4
chapter1_Agreement_Yes_5aa36946		I shout at the door and hear a grunt in return.	game/script.rpy	1414		chapter1_Agreement_Yes_5aa36946
chapter1_Agreement_Yes_11c70ae1		I can do this. It's just a few weeks.	game/script.rpy	1418		chapter1_Agreement_Yes_11c70ae1
chapter1_Agreement_Yes_241fdaaa		Downstairs Anjali is sitting in one of the living chairs near the fireplace. There's a bookshelf behind her packed so tightly that I wonder how hard it will be to dislodge one of the books.	game/script.rpy	1425		chapter1_Agreement_Yes_241fdaaa
chapter1_Agreement_Yes_54eb7076	li	You read any of these?	game/script.rpy	1427		chapter1_Agreement_Yes_54eb7076
chapter1_Agreement_Yes_89265367	an	I've read a few every here and there. It's relaxing to have a good book in your hand. How'd it go upstairs?	game/script.rpy	1429		chapter1_Agreement_Yes_89265367
chapter1_Agreement_Yes_f9892788	li	"Fantastic. We are really getting along. You know, I might have been wrong about this Archer guy. He seems great!"	game/script.rpy	1431	L16	chapter1_Agreement_Yes_f9892788
chapter1_Agreement_Yes_b9614924	an	"That bad, huh? I thought he'd appreciate you bringing the packet to him as a truce. Guess people like him are set in their ways. I wouldn't dwell on it. So, tell me about this movie you made. I'm dying to know."	game/script.rpy	1433	Anjali13	chapter1_Agreement_Yes_b9614924
chapter1_Agreement_No_0f7ef282	li	You can do it.	game/script.rpy	1438		chapter1_Agreement_No_0f7ef282
chapter1_Agreement_No_f10b9f7a		Anjali frowns. 	game/script.rpy	1443		chapter1_Agreement_No_f10b9f7a
chapter1_Agreement_No_f2a0194d	an	Lilah.	game/script.rpy	1445		chapter1_Agreement_No_f2a0194d
chapter1_Agreement_No_f2217630	li	I'm just not in the mood today.	game/script.rpy	1449		chapter1_Agreement_No_f2217630
chapter1_Agreement_No_8580564a	an	Welcome to adulthood. Sometimes we have to swallow our pride. I can call him down if that makes you feel better.	game/script.rpy	1453		chapter1_Agreement_No_8580564a
chapter1_Agreement_No_9d314605	li	It doesn't.	game/script.rpy	1455		chapter1_Agreement_No_9d314605
chapter1_Agreement_No_1558c142	an	I'm not going to force you to do anything you don't want to. I can hand it to him in the morning when he comes down for breakfast.	game/script.rpy	1457		chapter1_Agreement_No_1558c142
chapter1_Agreement_No_9486266a		She places the contract in a drawer behind the front desk and then saunters over to the seating area of the lobby. 	game/script.rpy	1460		chapter1_Agreement_No_9486266a
chapter1_Agreement_No_df426b6a		She motions for me to follow before taking a seat in a comfortable looking leather chair.	game/script.rpy	1467		chapter1_Agreement_No_df426b6a
chapter1_Agreement_No_7a26b193	an	I'm dying to know about this movie premier your mother told me about over the phone. I could feel her pride. It must have been really exciting.	game/script.rpy	1470		chapter1_Agreement_No_7a26b193
chapter1_postAgreement_d1aee04c		"I sit down in the chair opposite her. It makes me feel ten times worse knowing how excited Anjali is to see me succeed. Looking at Archer, a man who is so popular that he has to have nondisclosure agreements drawn up, reminds me that I'm a nobody. "	game/script.rpy	1474		chapter1_postAgreement_d1aee04c
chapter1_postAgreement_519e5b94	li	"It premiered to a total of 11 people, and the majority of them were friends or family members."	game/script.rpy	1476		chapter1_postAgreement_519e5b94
chapter1_postAgreement_71cec616	an	"That's a huge accomplishment! It was at an independent filmmakers festival, correct? Who can say they've done that?"	game/script.rpy	1479	Anjali14	chapter1_postAgreement_71cec616
chapter1_postAgreement_bf8b9e91	li	"All 23 other independent filmmakers. I'm telling you, it wasn't a big deal at all. My movie isn't even that good."	game/script.rpy	1481		chapter1_postAgreement_bf8b9e91
chapter1_postAgreement_ab0ce931	an	I'll be the judge of that. What's it about?	game/script.rpy	1484		chapter1_postAgreement_ab0ce931
chapter1_postAgreement_18725236		"I'm hesitant to answer, but Anjali has never meant ill will towards me."	game/script.rpy	1487		chapter1_postAgreement_18725236
chapter1_postAgreement_7ca78c76	li	"Well...it's called Snowdrop. It's about this girl who feels trapped where she is. All she wants to do in life is make a difference in the world but she doesn't know how. Her resources are limited and the people around her don't seem to care about her dreams. Because of this, she is at her lowest point until she meets someone who inspires her and picks her up off the ground."	game/script.rpy	1489		chapter1_postAgreement_7ca78c76
chapter1_postAgreement_52e7449e	an	It sounds like an intriguing plot. Reminds me an awful lot of someone I know. A recent college graduate who doesn't think her parents understand her career in the fine arts.	game/script.rpy	1493		chapter1_postAgreement_52e7449e
chapter1_postAgreement_ed610efd		"I feel her gaze on me deep within my soul. Now, I'm a bit embarrassed."	game/script.rpy	1496		chapter1_postAgreement_ed610efd
chapter1_postAgreement_fc46d572	li	"I didn't know how else to channel my frustrations. I think after watching it, mom finally understands how passionate I am about making films."	game/script.rpy	1498		chapter1_postAgreement_fc46d572
chapter1_postAgreement_c2842c7b		I have always fought with my mother on pursuing film in college. She doesn't understand why I would take out student loans to study something that will probably make me little to no money.	game/script.rpy	1501		chapter1_postAgreement_c2842c7b
chapter1_postAgreement_d8321880		" Anjali and Craig have always supported my dreams, but they weren't the people I was living with and had to face everyday. My mother means well, she just wants to make sure that I'll have enough money to support myself. "	game/script.rpy	1504		chapter1_postAgreement_d8321880
chapter1_postAgreement_c1f28c4a		"I'm starting to see their fears become a reality. My first movie didn't make nearly as many waves as I thought it would. To me, it feels like I'm proving them right. On top of everything else in my life, I'm stressing out. "	game/script.rpy	1507		chapter1_postAgreement_c1f28c4a
chapter1_postAgreement_301dbabc	an	"Your mother is proud of you, that's for sure. I could hear the exuberance in her voice. You are her everything, Lilah."	game/script.rpy	1510		chapter1_postAgreement_301dbabc
chapter1_postAgreement_1e9afe61		Because Craig is gone.	game/script.rpy	1515		chapter1_postAgreement_1e9afe61
chapter1_postAgreement_6a61e4a5		"I want to say it but my better judgement kicks in. I know uttering these words will hurt Anjali, so I keep them to myself. But when Anjali leans in closer to me, I know I don't have to say a word. She's aware of what I'm thinking."	game/script.rpy	1518		chapter1_postAgreement_6a61e4a5
chapter1_postAgreement_8ac13a34		"The tension in the room is thick.I can't deny that things have changed because of my brother's passing. People treat me differently, my mother especially. "	game/script.rpy	1521		chapter1_postAgreement_8ac13a34
chapter1_postAgreement_3876a12b	an	"You can't tell me that your mother didn't hold you on a pedestal when Craig was alive. Even if your mother is clinging to you so that she doesn't lose you, it doesn't invalidate her love for you. I'm telling you Lilah, she adores you. She is proud of who you've become. It has nothing to do with your brother."	game/script.rpy	1524	Anjali15	chapter1_postAgreement_3876a12b
chapter1_postAgreement_6a86cb9f		We hear footsteps and instantly Anjali is standing up. Always the perfect host. Archer comes downstairs with his laptop in his hands. I'm relieved to not have to talk about my mother with Anjali. 	game/script.rpy	1530		chapter1_postAgreement_6a86cb9f
chapter1_postAgreement_0fd6d7a6	ar	I feel like I'm interrupting a moment. I don't mean to. I just have to send an email before I disappear off the face of the earth for a few weeks.	game/script.rpy	1535	A22	chapter1_postAgreement_0fd6d7a6
chapter1_postAgreement_46a4a645		"When he's talking to Anjali, Archer seems so much more polite. "	game/script.rpy	1539		chapter1_postAgreement_46a4a645
chapter1_postAgreement_3c5fefe2	an	"There's a room right behind you that has a desk and some chairs in it, and also a communal kitchen across from it. Either of those rooms gets a strong wifi signal."	game/script.rpy	1541		chapter1_postAgreement_3c5fefe2
chapter1_postAgreement_8e833cf0	ar	Thanks.	game/script.rpy	1544	A23	chapter1_postAgreement_8e833cf0
chapter1_postAgreement_48dd7ee6		He offers only a single word before turning to leave us. 	game/script.rpy	1548		chapter1_postAgreement_48dd7ee6
chapter1_postAgreement_7085e181	an	Should we offer him some coffee?	game/script.rpy	1552		chapter1_postAgreement_7085e181
chapter1_postAgreement_dcfd4f47	li	I guess that's the polite thing to do.	game/script.rpy	1555		chapter1_postAgreement_dcfd4f47
chapter1_postAgreement_685a483d		"My arms feel heavy. I want to curl up in a ball and disappear. Archer didn't dissipate the tension, only pulled my attention away from it for a second."	game/script.rpy	1558		chapter1_postAgreement_685a483d
chapter1_postAgreement_b3b95111	an	"Yeah, it is. Always offer your guest a drink."	game/script.rpy	1560		chapter1_postAgreement_b3b95111
chapter1_postAgreement_1a9e2378		Anjali begins walking towards the kitchen. 	game/script.rpy	1563		chapter1_postAgreement_1a9e2378
chapter1_postAgreement_0307d9c2	an	"Do you want anything to drink, Lilah?"	game/script.rpy	1565		chapter1_postAgreement_0307d9c2
chapter1_postAgreement_ff5c4c48	li	I'm good. Thanks though.	game/script.rpy	1567		chapter1_postAgreement_ff5c4c48
chapter1_postAgreement_8914cf72		"I walk over to the bookshelf and look at the titles idly. Anjali has a lot of detective fiction and romance novels on the shelf, a weird combination. "	game/script.rpy	1572		chapter1_postAgreement_8914cf72
chapter1_postAgreement_9279314c		"As I wait for her I pull a book off of the shelf ""Love in Arms"" by some author I've never heard of. The woman looks like an independent author, as the copy of the book has a signature and a thank you note scrawled across the front page."	game/script.rpy	1575		chapter1_postAgreement_9279314c
chapter1_postAgreement_fdfdefec		"I flip through the book aimlessly until I see the words ""For you, always."" They catch my eyes because they're highlighted in a fluorescent yellow and underlined in red. Anjali has definitely read this book before."	game/script.rpy	1578		chapter1_postAgreement_fdfdefec
chapter1_postAgreement_75681184		Those words must mean something to her. 	game/script.rpy	1581		chapter1_postAgreement_75681184
chapter1_postAgreement_ac637a39	an	That was a good book.	game/script.rpy	1585		chapter1_postAgreement_ac637a39
chapter1_postAgreement_ab23440a		I jump when I hear her voice.	game/script.rpy	1588		chapter1_postAgreement_ab23440a
chapter1_postAgreement_ce9699e3	li	You scared the crap out of me.	game/script.rpy	1590		chapter1_postAgreement_ce9699e3
chapter1_postAgreement_259bbd4c		Anjali is standing beside me with two mugs overflowing with whipped cream. 	game/script.rpy	1593		chapter1_postAgreement_259bbd4c
chapter1_postAgreement_5d3005bc	li	I take it Archer wanted a drink?	game/script.rpy	1595		chapter1_postAgreement_5d3005bc
chapter1_postAgreement_049cbe52	an	"Yeah. And he thanked me three times before I left. I think he regrets his first impression, L."	game/script.rpy	1597	Anjali16	chapter1_postAgreement_049cbe52
chapter1_postAgreement_c252192f		I'm astounded. I could barely get the guy to talk to me civilly for five seconds and here Anjali has coaxed him out of his lair with the promise of a hot beverage. 	game/script.rpy	1600		chapter1_postAgreement_c252192f
chapter1_postAgreement_b2fda1f6	an	"I told him he could sit down here with us for a bit. It's getting dark out, so I don't imagine either you or him wanting to head outside."	game/script.rpy	1602		chapter1_postAgreement_b2fda1f6
chapter1_postAgreement_69e00aa3	li	Is he actually going to?	game/script.rpy	1604		chapter1_postAgreement_69e00aa3
chapter1_postAgreement_a5336b4c	an	You can ask him yourself when he's finished sending his email.	game/script.rpy	1606		chapter1_postAgreement_a5336b4c
chapter1_postAgreement_c6e9cca4		"I pull my knees up to my chest and bury my face into them. Well, this is going to be an interesting few weeks. "	game/script.rpy	1609		chapter1_postAgreement_c6e9cca4
chapter1_postAgreement_2bac16c0		END OF DEMO	game/script.rpy	1611		chapter1_postAgreement_2bac16c0
