Identifier	Character	Dialogue	Filename	Line Number	Filename	Identifier
chapterTwo_9ec656c0		I pick up a pen from the front desk and sign my name as neatly as I can. I don't want Archer Lane to think I have bad penmanship. I slide the document back to Anjali when it has my name scrawled across it in thin blue ink. 	game/script.rpy	1252		chapterTwo_9ec656c0
chapterTwo_b133f9a6	an	"Thank you. Now, why don't you bring this agreement up to Mr.Lane? He's staying in the first room by the top of the steps."	game/script.rpy	1255		chapterTwo_b133f9a6
chapterTwo_1409c687		"I don't know if I want to. Archer seemed to be annoyed by my presence and if I bring him the document I'll have to face him again. But if I don't bring him the agreement, what will that show about who I am as a person? "	game/script.rpy	1258		chapterTwo_1409c687
chapterTwo_a5947a7c		I don't know what I should do. 	game/script.rpy	1261		chapterTwo_a5947a7c
chapter2_Agreement_Yes_2ba46a0c	li	"Fine, but only because I love you."	game/script.rpy	1271	L15	chapter2_Agreement_Yes_2ba46a0c
chapter2_Agreement_Yes_23bb21e6		"It's also because I know this is something I owe Archer. A peace offering, if I may. "	game/script.rpy	1274		chapter2_Agreement_Yes_23bb21e6
chapter2_Agreement_Yes_86826cb3	an	"Thank you, dear. When you come down, we can hang out and catch up on things. I want to hear all about this movie premiere your mom told me about."	game/script.rpy	1277		chapter2_Agreement_Yes_86826cb3
chapter2_Agreement_Yes_bdd22607		I drag my feet to the stairs. 	game/script.rpy	1281		chapter2_Agreement_Yes_bdd22607
chapter2_Agreement_Yes_9ff62528	li	"Trust me, it's not that exciting."	game/script.rpy	1284		chapter2_Agreement_Yes_9ff62528
chapter2_Agreement_Yes_a755c922	an	I'm sure it is. Your mother seemed very proud of you when she told me about it over the phone.	game/script.rpy	1287		chapter2_Agreement_Yes_a755c922
chapter2_Agreement_Yes_9b701dfc	li	"As moms do, Anjali."	game/script.rpy	1290		chapter2_Agreement_Yes_9b701dfc
chapter2_Agreement_Yes_e6552630		I give Anjali a slight nod to let her know that we'll continue this conversation if I've survived my time in the dragon's den. 	game/script.rpy	1293		chapter2_Agreement_Yes_e6552630
chapter2_Agreement_Yes_c1c3dcff		I take a minute to admire the decor of the inn. Anjali has done a nice job making it feel homey.	game/script.rpy	1299		chapter2_Agreement_Yes_c1c3dcff
chapter2_Agreement_Yes_4141ebdd		I'm surprised Archer hasn't complained about his room being right next to the staircase. Easy access to his belongings or something like that. I roll my eyes just thinking about it. 	game/script.rpy	1302		chapter2_Agreement_Yes_4141ebdd
chapter2_Agreement_Yes_e330780c		"All of a sudden I'm nervous. I know I need to be a big girl, but anxiety creeps in. "	game/script.rpy	1305		chapter2_Agreement_Yes_e330780c
chapter2_Agreement_Yes_b0a8355c		The door opens. Archer looks unimpressed as he leans lazily against the door frame. 	game/script.rpy	1312		chapter2_Agreement_Yes_b0a8355c
chapter2_Agreement_Yes_b78cf4c7	ar	Don't look at me like that. I heard you walking up the stairs.	game/script.rpy	1325	A14	chapter2_Agreement_Yes_b78cf4c7
chapter2_Agreement_Yes_458febca		"Ah, so that's why he wanted a room near the staircase. "	game/script.rpy	1329		chapter2_Agreement_Yes_458febca
chapter2_Agreement_Yes_d5895be8	ar	"What is it you want? I told you my terms. Until you sign that document, we have nothing to discuss."	game/script.rpy	1332	A15	chapter2_Agreement_Yes_d5895be8
chapter2_Agreement_Yes_0e85b388		I hold the packet out to him. 	game/script.rpy	1338		chapter2_Agreement_Yes_0e85b388
chapter2_Agreement_Yes_3bf23149	li	"Here it is, your highness. I'm at your service, or whatever."	game/script.rpy	1340		chapter2_Agreement_Yes_3bf23149
chapter2_Agreement_Yes_04278a2c		"Archer has a satisfied smirk on his face. Ugh, I want to punch him so bad but Anjali might demote me from sister status if I do. "	game/script.rpy	1344		chapter2_Agreement_Yes_04278a2c
chapter2_Agreement_Yes_0f4584a6	ar	You read it carefully?	game/script.rpy	1347	A16	chapter2_Agreement_Yes_0f4584a6
chapter2_Agreement_Yes_f46c4ba0		"I thumbed through it. Does that count? Eh, Archer doesn't need to know that. I think he made himself pretty clear with what he expects from me. "	game/script.rpy	1351		chapter2_Agreement_Yes_f46c4ba0
chapter2_Agreement_Yes_dd447f45	li	Yeah. I won't even look at you after this conversation. You leave your dirty sheets or whatever in the hall and I'll bring the replacement toiletries to your room. Should we have a drop off service? I just leave them in the hall and knock 3 times?	game/script.rpy	1354		chapter2_Agreement_Yes_dd447f45
chapter2_Agreement_Yes_3c749781		He rolls his eyes.	game/script.rpy	1357		chapter2_Agreement_Yes_3c749781
chapter2_Agreement_Yes_b1b17b8e	ar	Smart ass.	game/script.rpy	1361	A17	chapter2_Agreement_Yes_b1b17b8e
chapter2_Agreement_Yes_14e7bf7c		"Archer flips through the packet to make sure I actually gave my signature. His lack of trust is disheartening, but I guess that's the kind of precautions that celebrities have to take."	game/script.rpy	1365		chapter2_Agreement_Yes_14e7bf7c
chapter2_Agreement_Yes_9de4cd12	li	"Wow. You're being rude again, shocking. Is there anything else I can do for you? Bring you a bell?"	game/script.rpy	1367		chapter2_Agreement_Yes_9de4cd12
chapter2_Agreement_Yes_7ccd660a	ar	"Actually, yeah. You can help me. I need the wifi."	game/script.rpy	1370	A18	chapter2_Agreement_Yes_7ccd660a
chapter2_Agreement_Yes_5a283e02		I have some bad news...	game/script.rpy	1376		chapter2_Agreement_Yes_5a283e02
chapter2_Agreement_Yes_75c0b034	li	"There is barely any service out here, buddy. If you want wifi you'll need to hang out in the lobby."	game/script.rpy	1379		chapter2_Agreement_Yes_75c0b034
chapter2_Agreement_Yes_a3a9458a	ar	Are you done? I have to unpack.	game/script.rpy	1382	A19	chapter2_Agreement_Yes_a3a9458a
chapter2_Agreement_Yes_babbe91a		Rude. Fine. I don't want to be up here anyway.	game/script.rpy	1386		chapter2_Agreement_Yes_babbe91a
chapter2_Agreement_Yes_93ffac4d	li	"Of course I am, Lane."	game/script.rpy	1390		chapter2_Agreement_Yes_93ffac4d
chapter2_Agreement_Yes_bc56d6ab	ar	"Didn't your boss ever teach you to be courteous to your guests? It's Mr.Lane or Sir, to you."	game/script.rpy	1393	A20	chapter2_Agreement_Yes_bc56d6ab
chapter2_Agreement_Yes_6aab6615	li	Right. Oh and Anjali is my sister-in-law.	game/script.rpy	1396		chapter2_Agreement_Yes_6aab6615
chapter2_Agreement_Yes_91b2d0b7		"I don't know why I added that extra information in, as Archer doesn't seem to care one bit. "	game/script.rpy	1399		chapter2_Agreement_Yes_91b2d0b7
chapter2_Agreement_Yes_574a8cb4	ar	That poor woman. She seems like such a nice lady too.	game/script.rpy	1402	A21	chapter2_Agreement_Yes_574a8cb4
chapter2_Agreement_Yes_597d0d95		Archer doesn't say anything more as he closes the door in my face. 	game/script.rpy	1407		chapter2_Agreement_Yes_597d0d95
chapter2_Agreement_Yes_df1717c4	li	Thanks for the vote of confidence!	game/script.rpy	1411		chapter2_Agreement_Yes_df1717c4
chapter2_Agreement_Yes_5aa36946		I shout at the door and hear a grunt in return.	game/script.rpy	1414		chapter2_Agreement_Yes_5aa36946
chapter2_Agreement_Yes_11c70ae1		I can do this. It's just a few weeks.	game/script.rpy	1418		chapter2_Agreement_Yes_11c70ae1
chapter2_Agreement_Yes_241fdaaa		Downstairs Anjali is sitting in one of the living chairs near the fireplace. There's a bookshelf behind her packed so tightly that I wonder how hard it will be to dislodge one of the books.	game/script.rpy	1425		chapter2_Agreement_Yes_241fdaaa
chapter2_Agreement_Yes_54eb7076	li	You read any of these?	game/script.rpy	1427		chapter2_Agreement_Yes_54eb7076
chapter2_Agreement_Yes_89265367	an	I've read a few every here and there. It's relaxing to have a good book in your hand. How'd it go upstairs?	game/script.rpy	1429		chapter2_Agreement_Yes_89265367
chapter2_Agreement_Yes_f9892788	li	"Fantastic. We are really getting along. You know, I might have been wrong about this Archer guy. He seems great!"	game/script.rpy	1431	L16	chapter2_Agreement_Yes_f9892788
chapter2_Agreement_Yes_b9614924	an	"That bad, huh? I thought he'd appreciate you bringing the packet to him as a truce. Guess people like him are set in their ways. I wouldn't dwell on it. So, tell me about this movie you made. I'm dying to know."	game/script.rpy	1433	Anjali13	chapter2_Agreement_Yes_b9614924
chapter2_Agreement_No_0f7ef282	li	You can do it.	game/script.rpy	1438		chapter2_Agreement_No_0f7ef282
chapter2_Agreement_No_f10b9f7a		Anjali frowns. 	game/script.rpy	1443		chapter2_Agreement_No_f10b9f7a
chapter2_Agreement_No_f2a0194d	an	Lilah.	game/script.rpy	1445		chapter2_Agreement_No_f2a0194d
chapter2_Agreement_No_f2217630	li	I'm just not in the mood today.	game/script.rpy	1449		chapter2_Agreement_No_f2217630
chapter2_Agreement_No_8580564a	an	Welcome to adulthood. Sometimes we have to swallow our pride. I can call him down if that makes you feel better.	game/script.rpy	1453		chapter2_Agreement_No_8580564a
chapter2_Agreement_No_9d314605	li	It doesn't.	game/script.rpy	1455		chapter2_Agreement_No_9d314605
chapter2_Agreement_No_1558c142	an	I'm not going to force you to do anything you don't want to. I can hand it to him in the morning when he comes down for breakfast.	game/script.rpy	1457		chapter2_Agreement_No_1558c142
chapter2_Agreement_No_9486266a		She places the contract in a drawer behind the front desk and then saunters over to the seating area of the lobby. 	game/script.rpy	1460		chapter2_Agreement_No_9486266a
chapter2_Agreement_No_df426b6a		She motions for me to follow before taking a seat in a comfortable looking leather chair.	game/script.rpy	1467		chapter2_Agreement_No_df426b6a
chapter2_Agreement_No_7a26b193	an	I'm dying to know about this movie premier your mother told me about over the phone. I could feel her pride. It must have been really exciting.	game/script.rpy	1470		chapter2_Agreement_No_7a26b193
chapter2_postAgreement_d1aee04c		"I sit down in the chair opposite her. It makes me feel ten times worse knowing how excited Anjali is to see me succeed. Looking at Archer, a man who is so popular that he has to have nondisclosure agreements drawn up, reminds me that I'm a nobody. "	game/script.rpy	1474		chapter2_postAgreement_d1aee04c
chapter2_postAgreement_519e5b94	li	"It premiered to a total of 11 people, and the majority of them were friends or family members."	game/script.rpy	1476		chapter2_postAgreement_519e5b94
chapter2_postAgreement_71cec616	an	"That's a huge accomplishment! It was at an independent filmmakers festival, correct? Who can say they've done that?"	game/script.rpy	1479	Anjali14	chapter2_postAgreement_71cec616
chapter2_postAgreement_bf8b9e91	li	"All 23 other independent filmmakers. I'm telling you, it wasn't a big deal at all. My movie isn't even that good."	game/script.rpy	1481		chapter2_postAgreement_bf8b9e91
chapter2_postAgreement_ab0ce931	an	I'll be the judge of that. What's it about?	game/script.rpy	1484		chapter2_postAgreement_ab0ce931
chapter2_postAgreement_18725236		"I'm hesitant to answer, but Anjali has never meant ill will towards me."	game/script.rpy	1487		chapter2_postAgreement_18725236
chapter2_postAgreement_3dec044f	li	Well...it's called Snowdrop. It's about this girl who feels trapped where she is. All she wants to do in life is make a difference in the world but she doesn't know how.	game/script.rpy	1489		chapter2_postAgreement_3dec044f
chapter2_postAgreement_1251b7a1	li	"Her resources are limited and the people around her don't seem to care about her dreams. Because of this, she is at her lowest point until she meets someone who inspires her and picks her up off the ground."	game/script.rpy	1490		chapter2_postAgreement_1251b7a1
chapter2_postAgreement_52e7449e	an	It sounds like an intriguing plot. Reminds me an awful lot of someone I know. A recent college graduate who doesn't think her parents understand her career in the fine arts.	game/script.rpy	1494		chapter2_postAgreement_52e7449e
chapter2_postAgreement_ed610efd		"I feel her gaze on me deep within my soul. Now, I'm a bit embarrassed."	game/script.rpy	1497		chapter2_postAgreement_ed610efd
chapter2_postAgreement_fc46d572	li	"I didn't know how else to channel my frustrations. I think after watching it, mom finally understands how passionate I am about making films."	game/script.rpy	1499		chapter2_postAgreement_fc46d572
chapter2_postAgreement_c2842c7b		I have always fought with my mother on pursuing film in college. She doesn't understand why I would take out student loans to study something that will probably make me little to no money.	game/script.rpy	1502		chapter2_postAgreement_c2842c7b
chapter2_postAgreement_d8321880		" Anjali and Craig have always supported my dreams, but they weren't the people I was living with and had to face everyday. My mother means well, she just wants to make sure that I'll have enough money to support myself. "	game/script.rpy	1505		chapter2_postAgreement_d8321880
chapter2_postAgreement_c1f28c4a		"I'm starting to see their fears become a reality. My first movie didn't make nearly as many waves as I thought it would. To me, it feels like I'm proving them right. On top of everything else in my life, I'm stressing out. "	game/script.rpy	1508		chapter2_postAgreement_c1f28c4a
chapter2_postAgreement_301dbabc	an	"Your mother is proud of you, that's for sure. I could hear the exuberance in her voice. You are her everything, Lilah."	game/script.rpy	1511		chapter2_postAgreement_301dbabc
chapter2_postAgreement_1e9afe61		Because Craig is gone.	game/script.rpy	1516		chapter2_postAgreement_1e9afe61
chapter2_postAgreement_6a61e4a5		"I want to say it but my better judgement kicks in. I know uttering these words will hurt Anjali, so I keep them to myself. But when Anjali leans in closer to me, I know I don't have to say a word. She's aware of what I'm thinking."	game/script.rpy	1519		chapter2_postAgreement_6a61e4a5
chapter2_postAgreement_8ac13a34		"The tension in the room is thick.I can't deny that things have changed because of my brother's passing. People treat me differently, my mother especially. "	game/script.rpy	1522		chapter2_postAgreement_8ac13a34
chapter2_postAgreement_3876a12b	an	"You can't tell me that your mother didn't hold you on a pedestal when Craig was alive. Even if your mother is clinging to you so that she doesn't lose you, it doesn't invalidate her love for you. I'm telling you Lilah, she adores you. She is proud of who you've become. It has nothing to do with your brother."	game/script.rpy	1525	Anjali15	chapter2_postAgreement_3876a12b
chapter2_postAgreement_6a86cb9f		We hear footsteps and instantly Anjali is standing up. Always the perfect host. Archer comes downstairs with his laptop in his hands. I'm relieved to not have to talk about my mother with Anjali. 	game/script.rpy	1531		chapter2_postAgreement_6a86cb9f
chapter2_postAgreement_0fd6d7a6	ar	I feel like I'm interrupting a moment. I don't mean to. I just have to send an email before I disappear off the face of the earth for a few weeks.	game/script.rpy	1542	A22	chapter2_postAgreement_0fd6d7a6
chapter2_postAgreement_46a4a645		"When he's talking to Anjali, Archer seems so much more polite. "	game/script.rpy	1546		chapter2_postAgreement_46a4a645
chapter2_postAgreement_3c5fefe2	an	"There's a room right behind you that has a desk and some chairs in it, and also a communal kitchen across from it. Either of those rooms gets a strong wifi signal."	game/script.rpy	1548		chapter2_postAgreement_3c5fefe2
chapter2_postAgreement_8e833cf0	ar	Thanks.	game/script.rpy	1551	A23	chapter2_postAgreement_8e833cf0
chapter2_postAgreement_48dd7ee6		He offers only a single word before turning to leave us. 	game/script.rpy	1555		chapter2_postAgreement_48dd7ee6
chapter2_postAgreement_7085e181	an	Should we offer him some coffee?	game/script.rpy	1559		chapter2_postAgreement_7085e181
chapter2_postAgreement_dcfd4f47	li	I guess that's the polite thing to do.	game/script.rpy	1562		chapter2_postAgreement_dcfd4f47
chapter2_postAgreement_685a483d		"My arms feel heavy. I want to curl up in a ball and disappear. Archer didn't dissipate the tension, only pulled my attention away from it for a second."	game/script.rpy	1565		chapter2_postAgreement_685a483d
chapter2_postAgreement_b3b95111	an	"Yeah, it is. Always offer your guest a drink."	game/script.rpy	1567		chapter2_postAgreement_b3b95111
chapter2_postAgreement_1a9e2378		Anjali begins walking towards the kitchen. 	game/script.rpy	1570		chapter2_postAgreement_1a9e2378
chapter2_postAgreement_0307d9c2	an	"Do you want anything to drink, Lilah?"	game/script.rpy	1572		chapter2_postAgreement_0307d9c2
chapter2_postAgreement_ff5c4c48	li	I'm good. Thanks though.	game/script.rpy	1574		chapter2_postAgreement_ff5c4c48
chapter2_postAgreement_8914cf72		"I walk over to the bookshelf and look at the titles idly. Anjali has a lot of detective fiction and romance novels on the shelf, a weird combination. "	game/script.rpy	1579		chapter2_postAgreement_8914cf72
chapter2_postAgreement_9279314c		"As I wait for her I pull a book off of the shelf ""Love in Arms"" by some author I've never heard of. The woman looks like an independent author, as the copy of the book has a signature and a thank you note scrawled across the front page."	game/script.rpy	1582		chapter2_postAgreement_9279314c
chapter2_postAgreement_fdfdefec		"I flip through the book aimlessly until I see the words ""For you, always."" They catch my eyes because they're highlighted in a fluorescent yellow and underlined in red. Anjali has definitely read this book before."	game/script.rpy	1585		chapter2_postAgreement_fdfdefec
chapter2_postAgreement_75681184		Those words must mean something to her. 	game/script.rpy	1588		chapter2_postAgreement_75681184
chapter2_postAgreement_ac637a39	an	That was a good book.	game/script.rpy	1592		chapter2_postAgreement_ac637a39
chapter2_postAgreement_ab23440a		I jump when I hear her voice.	game/script.rpy	1595		chapter2_postAgreement_ab23440a
chapter2_postAgreement_ce9699e3	li	You scared the crap out of me.	game/script.rpy	1597		chapter2_postAgreement_ce9699e3
chapter2_postAgreement_259bbd4c		Anjali is standing beside me with two mugs overflowing with whipped cream. 	game/script.rpy	1600		chapter2_postAgreement_259bbd4c
chapter2_postAgreement_5d3005bc	li	I take it Archer wanted a drink?	game/script.rpy	1602		chapter2_postAgreement_5d3005bc
chapter2_postAgreement_049cbe52	an	"Yeah. And he thanked me three times before I left. I think he regrets his first impression, L."	game/script.rpy	1604	Anjali16	chapter2_postAgreement_049cbe52
chapter2_postAgreement_c252192f		I'm astounded. I could barely get the guy to talk to me civilly for five seconds and here Anjali has coaxed him out of his lair with the promise of a hot beverage. 	game/script.rpy	1607		chapter2_postAgreement_c252192f
chapter2_postAgreement_b2fda1f6	an	"I told him he could sit down here with us for a bit. It's getting dark out, so I don't imagine either you or him wanting to head outside."	game/script.rpy	1609		chapter2_postAgreement_b2fda1f6
chapter2_postAgreement_69e00aa3	li	Is he actually going to?	game/script.rpy	1611		chapter2_postAgreement_69e00aa3
chapter2_postAgreement_a5336b4c	an	You can ask him yourself when he's finished sending his email.	game/script.rpy	1613		chapter2_postAgreement_a5336b4c
chapter2_postAgreement_c6e9cca4		"I pull my knees up to my chest and bury my face into them. Well, this is going to be an interesting few weeks. "	game/script.rpy	1616		chapter2_postAgreement_c6e9cca4
